title,content
"['ghana', 'manifestation', 'accra', 'contre', 'coupures', '’', 'électricité']","['ghana', 'manifestation', 'accra', 'contre', 'coupures', '’', 'électricitéouagadougou', '08juin', '2024aibafpdes', 'centaines', 'ghanéens', 'manifesté', 'samedi', 'accra', 'capitale', 'contre', 'coupures', '’', 'électricité', 'affectent', 'entreprises', 'vie', 'quotidienne', 'pay', '’', 'afrique', '’', 'ouest', '«', 'lumière', 'client', 'comment', 'sommesnous', 'censés', 'gagner', 'vie', '»', 'a', 'demandé', 'kwame', 'danso', 'coiffeur', 'local', 'brandissant', 'pancarte', 'laquelle', 'pouvait', 'lira', '«', 'arrêtez', 'coupures', 'courant', 'sauvez', 'emplois', '»', 'protestataires', 'tenant', 'lanternes', 'alimentées', 'kérosène', 'symboliser', 'sort', 'soutenus', 'célébrités', 'locale', 'appelé', 'gouvernement', 'stabiliser', '’', 'approvisionnement', 'électricitébien', '’', '’', 'pay', 'africains', 'plus', 'avancés', '’', 'électrification', 'territoire', 'ghana', 'souffre', 'pénuries', 'chroniques', 'peine', 'élever', 'capacités', 'production', 'hauteur', '’', 'demande', 'croissantesous', 'slogan', 'dumsormuststop', '«', 'dumsor', '»', 'signifiant', 'coupures', 'courant', 'manifestation', 'organisée', '’', 'actrice', 'productrice', 'ghanéenne', 'yvonne', 'nelson', '«', 'coupures', 'courant', 'inopinées', 'tuent', 'métier', 'besoin', '’', 'électricité', 'stable', 'prospérer', '»', 'a', 'confié', 'côté', '’', 'afp', 'comédien', 'ghanéen', 'dkbles', 'manifestants', 'imputent', 'notamment', 'coupures', 'gouvernement', 'nouveau', 'parti', 'patriotique', 'npp', '«', 'npp', 'laissé', 'tomber', 'jeunesse', '»', '«', 'lumière', 'progrès', '»', '«', '’', 'électricité', 'droit', 'privilège', '»', 'pouvaiton', 'lira', 'pancartes', 'brandy', 'manifestationl', '’', 'électricité', 'devenue', 'enjeu', 'majeur', 'campagne', 'pay', 'riche', 'or', 'pétrole', '’', 'approche', 'élections', 'prévues', 'décembreagence', '’', 'information', 'burkina']"
"['tita06', 'morts', 'blessés', 'accident', 'village', 'laba', 'nationale']","['burkinatransportaccidenttita06', 'morts', 'blessés', 'accident', 'village', 'laba', 'nationale', '1boromole', 'juin', '2024aibun', 'accident', 'route', 'a', 'fait', 'samedi', 'morts', 'blessés', 'graf', 'kilomètre', 'après', 'village', 'laba', 'route', 'nationale', 'numéro', 'a', 'appris', '’', 'aib', 'auprès', 'secoursun', 'accident', 'circulation', 'impliquant', 'car', 'a', 'fait', 'victimes', '’', 'aprèsmidi', 'samedi', 'juin', 'sortie', 'village', 'laba', 'direction', 'ouagadougouselon', 'secours', 'personnes', 'perdu', 'vie', 'autres', 'gravement', 'blesséesparmi', 'victimes', 'décédées', 'dénombre', 'homme', 'femmes', 'enfants08', 'blessés', 'évacués', 'ambulance', 'civiles', 'koudougou', 'autres', 'pompiers', 'boromo', 'selon', 'mêmes', 'source', 'agence', '’', 'information', 'burkina']"
"['sankmoney', 'offre', 'matériel', 'district', 'sanitaire', 'pouytenga']","['sankmoney', 'offre', 'matériel', 'district', 'sanitaire', 'pouytengapouytenga', 'juin', 'aibla', 'société', 'sankmoney', 'a', 'remis', 'samedi', 'dix', 'lit', 'dix', 'matelas', 'district', 'sanitaire', 'pouytenga', 'saluer', 'engagement', 'faveur', 'santé', 'population', 'particulier', 'fdsle', 'district', 'sanitaire', 'pouytenga', 'a', 'marqué', 'arrêt', 'célébrer', '5e', 'journées', '’', 'excellence', 'bénéficient', '’', 'accompagnement', 'société', 'sankmoneyce', 'juin', 'plusieurs', 'autorités', 'dont', 'directeur', 'général', 'sankmoney', 'rodrigue', 'zabsonré', 'traduit', 'vive', 'voix', 'leurs', 'reconnaissance', 'personnel', 'soignant', 'service', 'rendus', 'populationsselon', 'zabsonré', 'activités', 'agent', 'santé', 'visent', 'bienêtre', 'population', '’', 'cela', 'a', 'félicité', 'médecins', 'infirmiers', 'malgré', 'contexte', 'difficile', 'travaillent', 'soulager', 'souffrances', 'blessés', 'fds', 'maladesle', 'dg', 'a', 'également', 'remis', 'lot', 'matériel', 'logistique', 'composé', 'dix', 'lit', 'dix', 'matelas', 'district', 'sanitairecet', 'accompagnement', 'plus', 'autres', 'soutiens', 'selon', 'zabsonré', 'vise', 'répondre', 'demande', 'pressante', 'prise', 'charge', 'patient', 'notamment', 'blessés', 'force', 'combattantesle', 'ministre', 'délégué', 'charge', 'sécurité', 'mahamadou', 'sana', 'a', 'salué', 'coordination', '’', 'action', '’', 'entretiennent', 'agent', 'santé', 'force', 'défense', 'sécurité', 'fds', 'contexte', 'lutte', 'contre', 'terrorisme', 'burkina', 'faso', '«', 'quand', 'menons', 'activités', 'terrain', 'terme', 'reconquête', 'territoire', 'a', 'cet', 'accompagnement', 'agent', 'santé', 'non', 'seulement', 'profit', 'population', 'également', '’', 'endroit', 'fds', 'blessées', '»', 'a', 'déclaré', 'ministre', 'délégué', 'sécuritéselon', 'agent', 'santé', '’', 'importance', 'vitale', 'force', 'combattantes', 'engagées', 'théâtre', 'opérationsle', 'ministre', 'sana', 'a', 'laissé', 'entendre', 'agent', 'santé', 'constituent', 'maillot', 'fort', 'moment', 'lutte', 'contre', 'terrorismeselon', 'détermination', '’', 'engagement', 'agent', 'santé', 'côtés', 'fds', 'permis', 'créer', 'climat', 'stabilité', 'plusieurs', 'zonesle', 'ministre', 'délégué', 'chargé', 'sécurité', 'ailleurs', 'patron', 'journées', 'promotionnelles', '’', 'excellence', 'a', 'aussi', 'reconnu', 'contribution', 'district', 'sanitaire', 'pouytenga', 'développement', 'socioéconomique', 'province', 'kourittenga', '«', 'population', 'bonne', 'santé', 'plus', 'résiliente', 'face', 'défis', 'sécuritaires', 'socioéconomiques', 'auxquels', 'confrontés', '»', 'atil', 'indiquédans', 'cette', 'optique', 'a', 'salué', 'dévouement', 'professionnalisme', 'agent', 'tout', 'invitant', 'prendre', 'mesure', 'défi', 'abnégation', 'résilienceselon', 'médecin', 'chef', 'dr', 'ousmane', 'isidore', 'kalmogo', 'district', 'sanitaire', 'pouytenga', 'compte', 'formation', 'sanitaires', 'publiques', 'centre', 'santé', 'privés', 'trois', 'officines', 'total', 'agent', 'toutes', 'catégories', 'confonduesil', 'faut', 'noter', '5e', 'édition', 'journées', '’', 'excellence', 'district', 'sanitaire', 'a', 'thème', '«', 'résilience', 'excellence', 'cœur', 'défis', '»', 'a', 'cette', 'occasion', 'plusieurs', 'agent', 'centre', 'santé', 'primés', 'base', 'leurs', 'engagement', 'abnégation', 'travail', 'agence', '’', 'information', 'burkina', 'zoata']"
"['armées', 'burkinabè', 'nigérienne', 'tuent', 'nombreux', 'terroristes', 'récupèrent', 'matériel', 'actualisée', '20h50mn']","['armées', 'burkinabè', 'nigérienne', 'tuent', 'nombreux', 'terroristes', 'récupèrent', 'matériel', 'actualisée', '20h50mnouagadougou', 'juin', '2024aibles', 'armées', 'burkinabè', 'nigérienne', 'mené', 'ensemble', 'samedi', 'assaut', 'région', 'sahel', 'permis', 'neutraliser', 'nombreux', 'terroristes', 'récupérer', 'matérielle', 'samedi', 'juin', 'armées', 'burkinabè', 'nigérienne', 'encore', 'uni', 'leurs', 'force', 'contrer', 'terroristes', 'troublent', 'quiétude', 'leurs', 'vaillantes', 'populationsc', '’', 'ainsi', '’', 'elles', 'mené', 'assaut', 'rapide', 'position', 'terroriste', 'située', 'zone', 'boenga', 'région', 'saheldes', 'terroristes', 'tués', 'matériel', 'récupéré', 'dont', 'important', 'stock', 'produits', 'alimentairestoujours', 'juin', 'vigilance', 'force', 'combattantes', 'a', 'permis', '’', 'éviter', 'pire', 'seguenega', 'région', 'nordtout', 'commence', 'guetteurs', 'aériens', 'aperçu', 'colonne', 'terroriste', 'motos', 'suivi', '’', 'pickup', 'fonçant', 'vive', 'allure', 'communeen', 'cours', 'route', 'certains', 'bandit', 'véhicule', 'où', 'trouve', 'probablement', 'chef', '’', 'arrêtent', 'camouflent', 'sou', 'grand', 'arbre', 'laissant', 'reste', 'colonne', 'poursuivre', 'cheminau', 'niveau', 'village', 'loubré', 'malfaiteurs', 'marquent', 'nouveau', 'arrêt', 'dernieren', 'effet', '’', 'moment', 'précis', '’', 'foudroyés', 'frappe', 'aériennesseules', 'trois', 'motos', 'vont', 'échapper', 'provisoirement', 'fuite', 'leurs', 'usagers', '’', 'plus', 'temp', 'leurs', 'collègues', 'camouflés', 'sou', 'arbresce', '’', 'ca', 'opérateurs', 'aériens', 'missile', 'va', 'fendre', 'ciel', 'frapper', 'position', 'véhiculeensuite', 'force', 'terrestres', 'ratissent', 'achever', 'travail', 'prendre', 'matériel', 'encore', 'utilisabledécidément', 'journée', 'juin', 'a', 'intense', 'combat', 'surveillance', 'aérienne', 'a', '’', 'grand', 'secoursdans', 'hameau', 'culture', 'abandonné', 'bendogo', 'centrenord', 'vecteurs', 'aériens', 'vu', 'beaucoup', 'terroristes', 'faisaient', 'vasetviens', 'entre', 'bâtiments', 'arbresun', 'premier', 'missile', 'a', 'permis', 'décimer', 'plusieurs', 'terroristes', 'tandis', 'reste', 'a', 'fui', 'vers', 'bâtiment', 'foudroyés', '’', 'intérieurles', 'unités', 'sol', 'vont', 'lancer', 'immédiatement', '’', 'assaut', 'position', 'achever', 'jobles', 'force', 'combattantes', 'enregistré', '’', 'autres', 'victoiresle', 'juin', 'force', 'combattantes', 'tendu', 'embuscade', 'entre', 'bondoukuy', 'koumana', 'groupe', 'criminels', 'neutralisant', 'plusieurs', 'terroristes', 'récupérant', 'matérielle', 'juin', 'opération', 'a', 'permis', 'patriotes', 'région', 'nord', 'tendre', 'embuscade', 'groupe', 'criminels', 'guessouml', '’', 'opération', 'a', 'permis', 'neutraliser', 'criminels', 'récupérer', 'matériel', 'guerreenfin', 'jour', 'force', '41e', '42e', 'regiment', 'inter', 'commando', 'appuyés', '9e', 'bataillon', '’', 'intervention', 'rapide', 'attaqué', 'position', 'ennemie', 'aboudjié', 'sahel', 'neutralisant', 'plusieurs', 'terroristes', 'récupérant', 'matériel', 'agence', '’', 'information', 'burkina']"
"['niger', 'prépare', 'construire', 'nouvelle', 'raffinerie', 'région', 'dosso']","['nigerhydrocarbureraffinageprojetle', 'niger', 'prépare', 'construire', 'nouvelle', 'raffinerie', 'région', 'dossoniamey', 'juin', 'anp', '–', 'niger', 'prépare', 'plus', 'raffinerie', 'zinder', 'construire', 'nouvelle', 'raffinerie', 'complexe', 'pétrochimique', 'région', 'dosso', 'prévus', 'entrer', 'activité', 'fin', '2025le', 'ministre', 'pétrole', 'barké', 'bako', 'maman', 'moustapha', 'a', 'procédé', 'lancement', 'travaux', 'comité', 'technique', 'chargé', 'suivi', 'processus', 'projet', 'vendredi', 'juin', 'direction', 'général', 'hydrocarbures', 'niamey', '«', 'planning', 'amène', 'démarrage', 'activités', 'cette', 'raffinerie', 'dernière', 'semaine', 'mois', 'décembre', '’', 'estàdire', 'aujourd', '’', 'hui', 'pratiquement', 'mois', 'démarrage', 'projet', '»', 'a', 'rappelé', 'ministre', 'barké', '«', 'reste', 'faire', 'aujourd', '’', 'hui', 'sélection', 'partenaires', 'stratégiques', 'démarrage', 'travaux', '»', '«', 'comité', 'mi', 'place', 'doit', 'avoir', '’', 'esprit', 'projet', 'consacrer', 'tous', 'effort', '’', 'mérite', 'afin', '’', 'mené', 'temp', 'meilleure', 'façons', '»', 'a', 'ajouté', 'ministre', 'pétrole', 'cité', '’', 'agence', 'nigérienne', 'presse', 'anple', 'comité', 'technique', 'composé', 'membres', 'chargera', 'préparer', '’', 'avis', 'manifestation', '’', 'intérêt', '’', 'analyser', 'offres', 'relative', 'proposition', 'technique', 'financières', 'projet', '’', 'élaborer', 'projet', 'mémorandum', 'relatif', 'projet', 'encore', 'participer', 'toutes', 'négociations', 'projets', 'convention', 'liés', 'projet', 'rapporte', '’', 'anpla', 'raffinerie', 'dosso', 'produira', 'minimum', 'barils', 'jour', '«', 'mise', 'place', '’', 'façon', 'modulaire', 'permettre', '’', 'accélérer', 'processus', 'cela', 'étude', 'préfaisabilité', 'a', 'faite', 'service', '»', 'a', 'indiqué', 'ministre', 'barkéle', 'niger', 'met', 'place', 'infrastructure', 'production', 'transport', 'pourraient', 'permettre', 'multiplier', 'cinq', 'production', 'actuelle', 'passer', 'barilsjour', 'barilsjour', '’', 'installer', 'confortablement', 'parmi', 'pay', 'producteurs', 'exportateurs', 'pétroleagence', '’', 'information', 'burkina']"
"['ioba', 'gouvernement', 'octroie', 'tonne', 'semences', 'tonne', '’', 'engrais', 'tracteurs', 'producteurs']","['ioba', 'gouvernement', 'octroie', 'tonne', 'semences', 'tonne', '’', 'engrais', 'tracteurs', 'producteursdano', 'aible', 'directeur', 'provincial', 'charge', '’', 'agriculture', 'ioba', 'léandre', 'dabiré', 'a', 'annoncé', 'juin', '«', '’', 'accompagnement', 'considérable', '»', 'producteurs', 'gouvernement', 'tonne', 'semences', 'tonne', '’', 'engrais', 'minéraux', 'tracteursle', 'lundi', 'juin', '’', 'issue', 'montée', 'couleurs', 'directeur', 'provincial', 'charge', '’', 'agriculture', 'ioba', 'a', 'annoncé', '’', 'accompagnement', 'considérable', 'gouvernement', 'direction', 'a', 'bénéficié', 'cette', 'année', 'producteursil', '’', 'agit', 'plus', 'tonne', 'semences', 'plus', 'tonne', '’', 'engrais', 'minéraux', 'booster', 'production', 'agricole', 'a', 'relevé', 'dabirécinq', 'commune', 'huit', 'compte', 'province', 'déjà', 'reçu', 'leurs', 'tracteurs', 'suite', '’', 'engagement', 'président', 'faso', 'capitaine', 'ibrahim', 'traoréles', 'trois', 'autres', 'commune', 'recevront', 'bientôt', 'leurs', 'tracteurs', 'atil', 'poursuiviles', 'agent', 'dparah', 'ioba', 'vont', 'exploiter', '«', 'champ', 'marah', '»', '’', 'superficie', 'hectare', 'environ', 'donner', 'bon', 'exempledans', 'chaque', 'commune', 'hectare', 'basfonds', 'aménagés', 'production', 'riz', 'a', 'ajouté', 'directeur', '«', 'aussi', 'vdp', 'sécurité', 'alimentaire', 'nutritionnelle', '’', 'atteinte', 'objectifs', 'souveraineté', 'alimentaire', '»', 'a', 'souligné', 'léandre', 'dabiréil', 'a', 'évoqué', 'mesures', '’', 'accompagnement', '’', 'etat', 'améliorer', 'également', 'production', 'animalela', 'haut', 'commissaire', 'province', 'ioba', 'bernadette', 'adenyo', 'sermé', 'a', 'salué', 'tout', 'gouvernement', 'a', 'entrepris', 'profit', 'producteursl', '’', 'offensive', 'agropastoral', 'marche', 'atelle', 'déclaré', 'soutient', '’', 'vue', 'mise', 'œuvre', '’', 'initiative', 'présidentielle', '’', 'autosuffisance', 'alimentaire', 'réalité', 'parce', 'portée', 'chaque', 'acteur', 'développementles', 'service', '’', 'agriculture', 'besoin', 'soutien', 'tous', 'réussir', 'cette', 'noble', 'mission', 'a', 'remercié', 'propriétaires', 'terriens', 'autorités', 'coutumières', 'avoir', 'accepté', '’', 'accompagner', '’', 'initiativemme', 'adenyo', 'a', 'souhaité', 'bonne', 'campagne', 'agricole', 'producteurs', 'halieutiques', 'bonne', 'session', 'examen', 'scolaires', 'tous', 'candidats', 'province', 'iobaagence', '’', 'information', 'burkina', 'souleymane', 'zoure', 'aib', 'ioba']"
"['dédougou', 'chef', 'coutumiers', 'soutiennent', 'force', 'combattantes', 'transition']","['burkinacoutumiersarmées', 'soutiendedougoudédougou', 'chef', 'coutumiers', 'soutiennent', 'force', 'combattantes', 'transitiondédougou', 'aibles', 'chef', 'coutumiers', 'organisé', 'samedi', 'juin', 'dédougou', 'marche', 'soutien', 'force', 'combattantes', 'président', 'faso', 'capitaine', 'ibrahim', 'traoré', 'gouvernement', 'effort', 'restauration', '’', 'intégrité', 'territoriale', 'a', '’', 'occasion', 'enveloppe', 'mille', 'fcfa', 'a', 'remise', 'comme', 'contribution', '’', 'effort', 'paixles', 'chef', 'coutumiers', 'dédougou', 'reconnaissants', 'force', 'combattantes', 'président', 'ibrahim', 'traoré', 'gouvernement', 'engagement', 'reconquête', 'territoire', 'national', 'plus', 'particulièrement', 'région', 'boucle', 'mouhounils', '’', 'fait', 'savoir', 'samedi', 'juin', 'dédougou', 'travers', 'marche', 'soutienen', 'effet', 'suite', '’', 'appel', 'mouvement', 'coutumiers', 'paix', 'sécurité', 'mcsp', 'population', 'dédougou', 'environnants', '’', 'mobilisée', 'dire', 'fierté', 'retour', 'progressif', 'paixmunis', 'drapeaux', 'pancartes', 'banderoles', 'sifflets', 'marcheurs', 'parcouru', 'distance', 'plus', '’', 'kilomètre', 'rallier', 'gouvernorat', 'afin', 'remettre', 'message', '’', 'autorité', 'régionalepar', 'message', 'coutumiers', 'invitent', 'président', 'faso', 'dédougou', 'adresser', 'directement', 'leurs', 'bénédictions', 'encouragementspour', 'coordonnateur', 'marche', 'magnan', 'jérémie', 'saboué', 'cette', 'mobilisation', 'constitue', 'marque', 'reconnaissance', 'autorités', 'transition', 'effort', 'faits', 'boucle', 'mouhoun', '«', 'beaucoup', 'personnes', 'déplacées', 'réparties', 'leurs', 'localités', 'zone', '…', 'réinstallées', 'route', 'nationale', 'dédougou', 'nouna', 'jusqu', '’', 'djibasso', 'devenue', 'praticable', '»', 'atil', 'cité', 'entre', 'autresa', 'population', 'sortie', 'nombreuse', 'a', 'renouvelé', 'remerciements', 'avoir', 'porté', 'haut', 'message', 'leader', 'coutumiersle', 'représentant', 'gouverneur', 'souleymane', 'nakanabo', 'ailleurs', 'hautcommissaire', 'mouhoun', 'a', 'traduit', 'gratitude', 'responsables', 'coutumiers', 'cette', 'initiative', 'soutien', 'force', 'combattantes', 'président', 'faso', '’', 'ensemble', 'gouvernementpour', 'chaque', 'burkinabè', 'doit', 'mobiliser', '«', '’', 'ainsi', '’', 'ensemble', 'allons', 'bâtir', 'burkina', 'paix', 'prospérité', '»', 'a', 'enfin', 'rassuré', 'marcheurs', 'message', 'transmis', 'droit', 'bref', 'délai', 'agence', '’', 'information', 'burkina', 'adskfata']"
"['comores', 'deux', 'femmes', 'arrêtées', 'avoir', 'voulu', 'marier']","['comores', 'deux', 'femmes', 'arrêtées', 'avoir', 'voulu', 'marierouagadougou8', 'juin', '2024aibafpdeux', 'femmes', 'emprisonnées', 'samedi', 'comores', 'avoir', 'demandé', 'marier', 'selon', 'justice', 'constitue', '«', 'faits', 'contraires', 'bonnes', 'mœurs', 'contre', 'nature', '»', 'elles', 'risquent', 'jusqu', '’', 'deux', 'an', '’', 'emprisonnement', 'amende', 'euro', '»', 'elles', 'présentées', 'parquet', 'juin', 'faits', 'unanimement', 'considérés', 'comme', 'contraires', 'bonnes', 'mœurs', 'contrenature', '»', 'selon', 'communiqué', 'procureur', 'république', 'ali', 'mohamed', 'djounaid', 'deux', 'habitantes', 'petit', 'archipel', 'très', 'conservateur', 'habitant', 'très', 'majoritairement', 'musulmans', 'soupçonnées', '’', 'avoir', 'demandé', 'semaine', 'dernière', 'juge', 'religieux', 'marier', '«', '’', 'enquête', '’', 'a', 'établi', '’', 'elles', '’', 'présentées', 'prédicateur', 'localité', 'demander', 'unir', 'lien', 'mariage', '»', 'admet', 'toutefois', 'procureur', 'communiquéen', 'revanche', '«', 'bien', 'établi', 'deux', 'jeunes', 'fille', 'entretenaient', 'relation', 'amoureuse', 'entre', 'elles', '’', 'elles', 'habitent', 'ensemble', 'depuis', 'presque', 'deux', 'an', '»', 'précisetil', '«', '’', 'plutôt', 'homme', 'dit', 'prédicateur', 'femmes', '’', 'intention', 'présenter', 'devant', '’', 'marie', '’', 'peu', 'suite', '’', 'passé', 'dernièrement', 'mayotte', '»', 'a', 'clarifié', 'djounaid', 'interrogé', 'téléphoneune', 'francocomorienne', 'réunionnaise', 'mariées', 'civilement', 'département', 'français', 'mayotte', 'fin', 'mois', 'dernier', 'provoquant', 'onde', 'choc', 'toujours', 'très', 'vive', 'comoresmayotte', 'dont', 'souveraineté', 'toujours', 'revendiquée', 'autorités', 'comoriennes', 'distante', 'kilomètres', 'cet', 'archipelagence', '’', 'information', 'burkina']"
"['burkina', '’', 'auf', 'renforce', 'compétences', '’', 'trentaine', 'doctorants', 'publication', 'scientifiques']","['burkina', '’', 'auf', 'renforce', 'compétences', '’', 'trentaine', 'doctorants', 'publication', 'scientifiquesouagadougou', 'juin', 'aibl', '’', 'agence', 'universitaire', 'francophonie', 'auf', 'partenariat', 'conseil', 'africain', 'malgache', '’', 'enseignement', 'supérieur', 'cames', 'a', 'initié', 'vendredi', 'ouagadougou', 'atelier', 'formation', 'jours', 'renforcer', 'compétences', '’', 'trentaine', 'doctorants', 'publication', 'scientifiqueune', 'trentaine', 'doctorants', 'venus', 'différentes', 'universités', 'burkina', 'faso', 'toutes', 'filières', 'confondues', 'vont', 'bénéficier', 'pendant', 'trois', 'jours', '’', 'atelier', 'formation', 'publication', 'scientifique', 'organisé', '’', 'agence', 'universitaire', 'francophonieaufselon', 'directeur', '’', 'auf', 'théophile', 'ouangrawa', 'cette', 'formation', 'vise', 'renforcer', 'compétences', 'apprenants', 'publication', 'scientifiquepour', 'ouangrawa', 'vise', 'également', 'fournir', 'doctorants', 'meilleurs', 'outils', 'élaborer', 'promouvoir', 'article', 'scientifique', 'respectant', 'normes', 'académiques', 'haut', 'niveauselon', '’', 'agit', '’', 'dispositif', 'international', 'préparation', '’', 'aide', 'publication', 'scientifique', 'mi', 'place', '’', 'auf', 'partenariat', 'cames', 'cherche', 'développer', 'vivier', 'mondial', 'jeunes', 'chercheurs', 'publiant', 'langue', 'françaisel', '’', 'atelier', 'formation', 'a', 'assuré', 'pr', 'yvone', 'bonzi', 'docteur', 'emmanuel', 'ouédraogopour', 'formateur', 'dr', 'emmanuel', 'ouédraogo', '’', 'atelier', 'a', 'porté', 'trois', 'module', 'savoir', 'méthodologie', 'recherche', 'scientifique', 'méthodologie', 'rédaction', 'scientifique', 'procédures', 'publication', 'valorisation', 'scientifiques', 'lien', '’', 'intelligence', 'artificielle', 'iaselon', 'dr', 'ouédraogo', 'apprenants', 'maintenant', 'aptes', 'corriger', 'erreurs', '’', 'cadre', 'rédaction', 'publication', 'scientifique', 'proposer', 'textes', 'répondent', 'exigences', 'scientifiquesla', 'doctorante', 'nadège', 'tibri', '’', 'dite', 'satisfaite', 'qualité', 'formationelle', 'a', 'dit', 'être', 'maintenant', 'nantie', 'connaissances', 'rédiger', 'article', 'scientifique', 'qualité', 'permettra', 'valoriser', 'résultats', 'recherchesa', 'fin', '’', 'atelier', 'participant', 'invités', 'candidater', '’', 'université', '’', 'eté', 'francophonie', 'proposant', 'article', 'complet', 'respectant', 'normes', 'préétabliesles', 'lauréats', 'deux', 'meilleurs', 'article', 'sélectionnés', 'accompagnés', 'expert', 'améliorer', 'article', 'invités', 'participer', '’', 'université', '’', 'eté', 'francophonie', 'lieu', 'maroc', 'fin', '’', 'annéea', 'cette', 'occasion', 'pourront', 'concourir', 'article', 'sélectionné', 'puis', 'publié', '’', 'revue', 'partenaires', 'agence', '’', 'information', 'burkina', 'dnkata']"
"['a', 'an', 'angloaméricains', 'débarquent', 'normandie', 'demande', 'russie']","['monde', '2e', 'guerre', 'mondialecommémorationil', 'a', 'an', 'angloaméricains', 'débarquent', 'normandie', 'demande', 'russieouagadougou', 'juin', 'aib', '–', 'etatsunis', '’', 'amérique', 'grande', 'bretagne', 'rares', 'pay', 'occidentaux', 'encore', 'libres', 'face', 'nazi', 'démarquent', 'juin', 'normandie', 'france', 'ouvrir', 'front', 'ouest', 'contre', '’', 'allemagne', 'demande', 'stalinele', '80e', 'anniversaire', 'débarquement', 'normandie', 'aujourd', '’', 'hui', 'célébré', 'faste', 'france', 'présence', 'président', 'américain', 'joe', 'biden', 'ukrainien', 'volodymir', 'zelensky', '’', 'vingtaine', 'chef', '’', 'etat', 'russie', '’', 'conviée', 'contraire', '’', 'ukraine', '«', 'face', 'ceux', 'prétendent', 'changer', 'frontières', 'force', 'dignes', 'ceux', 'débarqué', 'ici', '»', 'a', 'déclaré', 'président', 'français', 'emmanuel', 'macron', '«', 'merci', 'peuple', 'ukrainien', 'goût', 'liberté', 'là', 'faiblirons', '»', 'atil', 'ajouté', 'intension', 'claire', 'justifier', 'non', 'invitation', 'cette', 'cérémonie', 'russie', 'a', 'énormément', 'contribué', 'débarrasser', '’', 'europe', 'nazisme', '«', 'comment', 'peuton', 'célébrer', 'date', 'aussi', 'importante', 'lutte', 'contre', 'nazisme', 'ceux', 'mettent', 'néonazis', 'piédestal', 'présentent', 'comme', 'héros', 'nationaux', 'symbole', 'actuel', '’', 'état', 'ukrainien', '’', 'bandera', '’', 'principaux', 'associés', '’', 'hitler', 'europe', '’', '»', 'a', 'taclé', 'tour', 'chef', '’', 'état', 'russe', 'vladimir', 'poutinele', 'président', 'russe', 'a', 'aussi', 'rappelé', '’', 'staline', 'a', 'insisté', 'france', 'signataire', '’', 'acte', 'capitulation', '’', 'allemagne', 'moment', 'où', 'étatsunis', 'royaumeuni', '’', 'opposaientc', '’', 'conférence', 'téhéran', 'novembre', 'finalement', 'président', 'américain', 'franklin', 'delano', 'roosevelt', 'britannique', 'winston', 'churchill', 'promis', 'staline', '’', 'allaient', 'ouvrir', 'font', 'ouest', 'comme', '’', 'demandé', 'depuis', '1941le', 'débarquement', 'normandie', 'opération', 'militaire', 'géante', 'complexe', 'périlleuse', 'permet', '’', 'ouvrir', 'front', 'ouest', 'côtes', 'continentales', 'manche', 'main', 'allemands', 'complément', 'front', 'plus', 'grand', 'théâtre', '’', 'opérations', 'seconde', 'guerre', 'mondiale', 'mené', '’', 'union', 'soviétiquele', 'général', 'américain', 'eisenhower', 'commandant', 'quartier', 'général', 'force', 'alliées', 'europe', 'nordoccidentale', 'général', 'anglais', 'montgomery', 'commande', '’', 'ensemble', 'troupe', 'terrestre', 'engagées', 'conduisent', '’', 'opération', 'selon', 'anglais', 'a', 'hommes', 'tout', 'comprenant', 'soldats', 'américains', 'soldats', 'britanniques', 'canadiens', 'débarqué', 'nuitamment', 'plage', 'françaises', 'normandiedes', 'soldats', 'polonais', 'français', 'réfugiés', 'angleterre', 'également', 'pris', 'part', 'national', 'dday', 'mémorial', 'a', 'estimé', 'pertes', 'dont', 'américains', 'lors', 'cette', 'opérationle', 'débarquement', 'normandie', 'plus', '’', 'être', 'capitale', 'fin', 'deuxième', 'guerre', 'mondiale', 'europe', 'rendue', 'célèbre', 'plusieurs', 'film', 'notamment', '«', 'faut', 'sauver', 'soldat', 'rayan', '»', '«', 'bataille', 'ciel', '»', 'encore', '«', 'jour', 'plus', 'long', '»', 'an', 'plus', 'tard', 'pay', 'démarqué', 'normandie', 'ceux', 'profité', 'semblent', 'poursuivre', 'ambition', 'demeurées', '’', 'hégémonie', 'démiurgique', 'poussé', 'hitler', 'mussolini', '’', 'axe', 'tous', 'extrêmes', 'contre', '’', 'humanitémouor', 'aimé', 'kambire', 'photo', '’', 'illustration']"
